Subject CorResp Acc Resp RT Diapo Age_year Gender
1015 1020 Image3 1 Image3 2549 2 19 female
1016 1020 Image4 1 Image4 3564 3 19 female
1017 1020 Image5 1 Image5 5685 15 19 female
1018 1020 Image2 1 Image2 7196 31 19 female
1019 1020 Image4 1 Image4 6493 21 19 female
1020 1020 Image1 1 Image1 2308 4 19 female
1021 1020 Image5 0 Image3 16226 13 19 female
1022 1020 Image6 0 Image2 2564 16 19 female
1023 1020 Image5 1 Image5 3618 30 19 female
1024 1020 Image4 1 Image4 1830 7 19 female
1025 1020 Image1 1 Image1 14550 35 19 female
1026 1020 Image1 1 Image1 6307 18 19 female
1027 1020 Image6 1 Image6 8910 32 19 female
1028 1020 Image1 0 Image6 19208 39 19 female
1029 1020 Image3 1 Image3 6885 26 19 female
1030 1020 Image6 1 Image6 4305 43 19 female
1031 1020 Image2 1 Image2 2246 5 19 female
1032 1020 Image3 1 Image3 13526 45 19 female
1033 1020 Image2 0 Image5 1614 41 19 female
1034 1020 Image6 1 Image6 3746 14 19 female
1035 1020 Image2 1 Image2 8609 33 19 female
1036 1021 Image4 1 Image4 3387 1 21 female
1037 1021 Image3 1 Image3 3493 2 21 female
1038 1021 Image2 1 Image2 7936 25 21 female
1039 1021 Image5 1 Image5 3215 9 21 female
1040 1021 Image6 1 Image6 6113 16 21 female
1041 1021 Image4 1 Image4 4077 3 21 female
1042 1021 Image6 1 Image6 3984 36 21 female
1043 1021 Image6 1 Image6 3874 38 21 female
1044 1021 Image5 1 Image5 1883 15 21 female
1045 1021 Image2 0 Image1 4099 33 21 female
1046 1021 Image2 1 Image2 1181 10 21 female
1047 1021 Image1 1 Image1 1473 4 21 female
1048 1021 Image1 1 Image1 2710 19 21 female
1049 1021 Image2 1 Image2 1324 17 21 female
1050 1021 Image6 0 Image4 6141 34 21 female
1051 1021 Image5 1 Image5 5345 13 21 female
1052 1021 Image4 0 Image1 5108 27 21 female
1053 1021 Image5 0 Image1 6597 22 21 female
1054 1021 Image6 1 Image6 6032 32 21 female
1055 1021 Image6 0 Image2 3216 29 21 female
1056 1021 Image3 1 Image3 4826 20 21 female
1057 1021 Image1 1 Image1 2740 11 21 female
1058 1021 Image5 1 Image5 5399 30 21 female
1059 1021 Image3 1 Image3 3247 26 21 female
1060 1021 Image3 1 Image3 2496 42 21 female
1061 1021 Image1 1 Image1 3316 12 21 female
1062 1021 Image3 0 Image4 5414 28 21 female
1063 1021 Image2 1 Image2 5773 31 21 female
1064 1021 Image2 1 Image2 2097 5 21 female
1065 1021 Image6 1 Image6 2089 43 21 female
1066 1021 Image2 1 Image2 3790 41 21 female
1067 1021 Image3 1 Image3 2359 24 21 female
1068 1021 Image4 1 Image4 4779 21 21 female
1069 1021 Image4 1 Image4 2872 7 21 female
1070 1021 Image3 1 Image3 2421 37 21 female
1071 1021 Image1 0 Image2 6474 39 21 female
1072 1021 Image1 1 Image1 4225 35 21 female
1073 1021 Image5 1 Image5 2078 6 21 female
1074 1021 Image1 1 Image1 2766 18 21 female
1075 1021 Image6 1 Image6 3256 14 21 female
1076 1021 Image4 1 Image4 4069 44 21 female
1077 1021 Image4 0 Image3 3336 23 21 female
1078 1021 Image5 1 Image5 2886 40 21 female
1079 1021 Image5 1 Image5 1727 8 21 female
1080 1021 Image3 1 Image3 4140 45 21 female
1081 1022 Image4 1 Image4 6281 1 22 male
1082 1022 Image6 1 Image6 9171 34 22 male
1083 1022 Image5 1 Image5 13015 22 22 male
1084 1022 Image2 1 Image2 2794 25 22 male
1085 1022 Image2 1 Image2 3058 31 22 male
1086 1022 Image1 1 Image1 2192 4 22 male
1087 1022 Image1 1 Image1 5040 19 22 male
1088 1022 Image2 1 Image2 3279 33 22 male
1089 1022 Image3 1 Image3 2647 28 22 male
1090 1022 Image2 1 Image2 1526 10 22 male
1091 1022 Image3 1 Image3 6546 26 22 male
1092 1022 Image1 1 Image1 2826 18 22 male
1093 1022 Image2 1 Image2 2385 41 22 male
1094 1022 Image1 0 Image3 15352 39 22 male
1095 1022 Image3 1 Image3 2955 20 22 male
1096 1022 Image5 1 Image5 1982 6 22 male
1097 1022 Image5 1 Image5 2969 9 22 male
1098 1022 Image6 1 Image6 2377 14 22 male
1099 1022 Image4 1 Image4 7765 21 22 male
1100 1022 Image4 1 Image4 6926 44 22 male
1101 1022 Image5 1 Image5 2855 13 22 male
1102 1022 Image2 1 Image2 1660 5 22 male
1103 1022 Image5 1 Image5 1727 8 22 male
1104 1022 Image4 1 Image4 4107 27 22 male
1105 1022 Image3 1 Image3 1991 2 22 male
1106 1022 Image4 1 Image4 1756 3 22 male
1107 1022 Image3 1 Image3 2188 42 22 male
1108 1022 Image1 1 Image1 6702 35 22 male
1109 1022 Image6 1 Image6 5701 38 22 male
1110 1022 Image3 1 Image3 1489 37 22 male
1111 1022 Image1 1 Image1 2363 11 22 male
1112 1022 Image3 1 Image3 11228 45 22 male
1113 1022 Image6 1 Image6 3360 32 22 male
1114 1022 Image2 1 Image2 2015 17 22 male
1115 1022 Image4 1 Image4 1493 7 22 male
1116 1022 Image4 1 Image4 3948 23 22 male
1117 1022 Image5 1 Image5 2662 40 22 male
1118 1022 Image6 1 Image6 3659 16 22 male
1119 1022 Image6 1 Image6 3011 43 22 male
1120 1022 Image1 1 Image1 4110 12 22 male
1121 1022 Image6 1 Image6 8645 29 22 male
1122 1022 Image5 1 Image5 1653 15 22 male
1123 1022 Image3 1 Image3 3009 24 22 male
1124 1022 Image5 1 Image5 2684 30 22 male
1125 1022 Image6 1 Image6 2267 36 22 male
1126 1023 Image3 0 Image5 1986 20 19 female
1127 1023 Image1 1 Image1 8155 11 19 female
1128 1023 Image1 0 Image3 17369 39 19 female
1129 1023 Image4 0 Image2 15002 44 19 female
1130 1023 Image4 1 Image4 2056 7 19 female
1131 1023 Image4 1 Image4 3733 23 19 female
1132 1023 Image2 1 Image2 3560 17 19 female
1133 1023 Image5 0 NA 1077 30 19 female
1134 1023 Image1 0 Image2 4991 12 19 female
1135 1023 Image2 1 Image2 5041 25 19 female
1136 1023 Image3 1 Image3 5598 45 19 female
1137 1023 Image2 1 Image2 4101 5 19 female
1138 1023 Image1 1 Image1 6777 35 19 female
1139 1023 Image6 0 Image5 8697 38 19 female
1140 1023 Image6 1 Image6 2754 16 19 female
1141 1023 Image3 1 Image3 4353 26 19 female
1142 1023 Image5 1 Image5 2097 9 19 female
1143 1023 Image6 1 Image6 3147 43 19 female
1144 1023 Image2 1 Image2 11428 33 19 female
1145 1023 Image1 1 Image1 3830 18 19 female
1146 1023 Image5 1 Image5 2419 8 19 female
1147 1023 Image6 1 Image6 11447 36 19 female
1148 1023 Image6 1 Image6 6931 32 19 female
1149 1023 Image4 1 Image4 7056 1 19 female
1150 1023 Image3 1 Image3 2144 2 19 female
1151 1023 Image4 1 Image4 3696 3 19 female
1152 1023 Image5 1 Image5 3343 6 19 female
1153 1023 Image6 1 Image6 6797 14 19 female
1154 1023 Image6 0 Image4 11988 34 19 female
1155 1023 Image5 1 Image5 2760 15 19 female
1156 1023 Image2 1 Image2 5397 31 19 female
1157 1023 Image5 1 Image5 12906 13 19 female
1158 1023 Image3 1 Image3 2827 24 19 female
1159 1023 Image5 0 Image3 8585 22 19 female
1160 1023 Image4 0 Image2 10340 21 19 female
1161 1023 Image5 1 Image5 3575 40 19 female
1162 1023 Image4 0 Image5 1441 27 19 female
1163 1023 Image2 1 Image2 5672 41 19 female
1164 1023 Image6 1 Image6 6241 29 19 female
1165 1023 Image1 1 Image1 1782 4 19 female
1166 1023 Image3 1 Image3 11079 42 19 female
1167 1023 Image2 1 Image2 2101 10 19 female
1168 1023 Image3 1 Image3 2140 37 19 female
1169 1023 Image3 1 Image3 5075 28 19 female
1170 1023 Image1 1 Image1 5942 19 19 female
1171 1024 Image1 1 Image1 5125 11 25 female
1172 1024 Image4 1 Image4 9694 21 25 female
1173 1024 Image4 1 Image4 25326 44 25 female
1174 1024 Image1 1 Image1 4393 19 25 female
1175 1024 Image4 1 Image4 4076 7 25 female
1176 1024 Image6 1 Image6 14115 16 25 female
1177 1024 Image6 1 Image6 12860 32 25 female
1178 1024 Image5 1 Image5 5215 9 25 female
1179 1024 Image2 1 Image2 6584 33 25 female
1180 1024 Image1 1 Image1 17098 39 25 female
1181 1024 Image5 1 Image5 3284 15 25 female
1182 1024 Image5 1 Image5 2042 6 25 female
1183 1024 Image1 1 Image1 2790 18 25 female
1184 1024 Image6 1 Image6 6230 36 25 female
1185 1024 Image5 0 Image3 12805 13 25 female
1186 1024 Image3 1 Image3 4262 26 25 female
1187 1024 Image4 1 Image4 3241 23 25 female
1188 1024 Image3 1 Image3 3506 20 25 female
1189 1024 Image6 1 Image6 5410 43 25 female
1190 1024 Image2 1 Image2 2105 10 25 female
1191 1024 Image5 1 Image5 12411 30 25 female
1192 1024 Image2 1 Image2 7850 31 25 female
1193 1024 Image4 1 Image4 2559 1 25 female
1194 1024 Image3 1 Image3 1942 2 25 female
1195 1024 Image4 1 Image4 4532 3 25 female
1196 1024 Image2 1 Image2 5207 25 25 female
1197 1024 Image6 0 Image2 28786 29 25 female
1198 1024 Image1 1 Image1 2908 12 25 female
1199 1024 Image3 1 Image3 3778 24 25 female
1200 1024 Image6 1 Image6 47694 34 25 female
1201 1024 Image5 0 Image3 34743 22 25 female
1202 1024 Image5 1 Image5 6650 40 25 female
1203 1024 Image6 0 Image5 14388 38 25 female
1204 1024 Image2 1 Image2 15102 41 25 female
1205 1024 Image3 1 Image3 8297 45 25 female
1206 1024 Image2 1 Image2 1711 17 25 female
1207 1024 Image4 1 Image4 5929 27 25 female
1208 1024 Image3 1 Image3 6464 42 25 female
1209 1024 Image5 1 Image5 2115 8 25 female
1210 1024 Image3 1 Image3 3375 37 25 female
1211 1024 Image6 1 Image6 3093 14 25 female
1212 1024 Image1 1 Image1 1608 4 25 female
1213 1024 Image3 1 Image3 4388 28 25 female
1214 1024 Image1 1 Image1 14310 35 25 female
1215 1024 Image2 1 Image2 3165 5 25 female
1216 1025 Image2 1 Image2 5232 17 23 female
1217 1025 Image2 0 Image6 10878 31 23 female
1218 1025 Image5 1 Image5 2461 15 23 female
1219 1025 Image3 1 Image3 6137 24 23 female
1220 1025 Image1 1 Image1 4600 11 23 female
1221 1025 Image6 1 Image6 3062 14 23 female
1222 1025 Image6 1 Image6 2502 16 23 female
1223 1025 Image3 1 Image3 3915 37 23 female
1224 1025 Image2 1 Image2 6364 10 23 female
1225 1025 Image3 1 Image3 6147 45 23 female
1226 1025 Image1 1 Image1 3758 18 23 female
1227 1025 Image1 0 Image3 5958 12 23 female
1228 1025 Image2 0 Image6 17817 25 23 female
1229 1025 Image2 1 Image2 2780 5 23 female
1230 1025 Image6 0 Image4 9400 34 23 female
1231 1025 Image5 0 Image3 14300 6 23 female
1232 1025 Image2 1 Image2 3467 41 23 female
1233 1025 Image3 1 Image3 3261 42 23 female
1234 1025 Image6 1 Image6 4307 36 23 female
1235 1025 Image1 1 Image1 1969 4 23 female
1236 1025 Image4 1 Image4 8913 21 23 female
1237 1025 Image5 0 Image3 9043 22 23 female
1238 1025 Image4 1 Image4 12466 1 23 female
1239 1025 Image3 1 Image3 1292 2 23 female
1240 1025 Image4 1 Image4 2715 3 23 female
1241 1025 Image3 1 Image3 9971 20 23 female
1242 1025 Image5 1 Image5 7837 30 23 female
1243 1025 Image6 0 Image2 5117 29 23 female
1244 1025 Image4 0 Image5 7234 44 23 female
1245 1025 Image2 0 Image5 10424 33 23 female
1246 1025 Image5 0 Image4 1998 40 23 female
1247 1025 Image1 0 Image5 3918 19 23 female
1248 1025 Image4 0 Image2 5343 27 23 female
1249 1025 Image4 1 Image4 1362 7 23 female
1250 1025 Image1 1 Image1 12865 39 23 female
1251 1025 Image5 0 Image3 7506 8 23 female
1252 1025 Image6 0 Image4 11182 32 23 female
1253 1025 Image4 1 Image4 2696 23 23 female
1254 1025 Image1 0 Image3 4244 35 23 female
1255 1025 Image3 0 Image5 2960 28 23 female
1256 1025 Image3 0 Image6 5741 26 23 female
1257 1025 Image6 0 Image1 12470 43 23 female
1258 1025 Image5 1 Image5 2159 9 23 female
1259 1025 Image5 0 Image6 9876 13 23 female
1260 1025 Image6 1 Image6 9864 38 23 female
1261 1026 Image4 1 Image4 1509 3 21 male
1262 1026 Image6 1 Image6 7699 29 21 male
1263 1026 Image4 1 Image4 3141 23 21 male
1264 1026 Image6 1 Image6 4682 32 21 male
1265 1026 Image4 1 Image4 7262 21 21 male
1266 1026 Image6 1 Image6 2197 14 21 male
1267 1026 Image3 1 Image3 5465 20 21 male
1268 1026 Image5 1 Image5 9022 13 21 male
1269 1026 Image1 0 Image6 15849 39 21 male
1270 1026 Image6 1 Image6 1583 43 21 male
1271 1026 Image4 1 Image4 4413 27 21 male
1272 1026 Image3 1 Image3 1890 37 21 male
1273 1026 Image6 1 Image6 15344 38 21 male
1274 1026 Image4 1 Image4 1397 7 21 male
1275 1026 Image2 1 Image2 5122 31 21 male
1276 1026 Image5 1 Image5 2035 9 21 male
1277 1026 Image6 1 Image6 3154 36 21 male
1278 1026 Image2 1 Image2 6256 33 21 male
1279 1026 Image1 1 Image1 5150 18 21 male
1280 1026 Image3 1 Image3 16350 26 21 male
1281 1026 Image5 1 Image5 1666 15 21 male
1282 1026 Image6 1 Image6 2131 16 21 male
1283 1026 Image4 1 Image4 17696 1 21 male
1284 1026 Image3 1 Image3 2020 2 21 male
1285 1026 Image6 0 Image4 10853 34 21 male
1286 1026 Image5 1 Image5 2485 8 21 male
1287 1026 Image3 1 Image3 8525 45 21 male
1288 1026 Image3 1 Image3 1524 42 21 male
1289 1026 Image1 1 Image1 2575 11 21 male
1290 1026 Image1 1 Image1 1710 12 21 male
1291 1026 Image5 0 Image3 8056 22 21 male
1292 1026 Image2 1 Image2 1343 10 21 male
1293 1026 Image1 1 Image1 957 4 21 male
1294 1026 Image5 1 Image5 3046 40 21 male
1295 1026 Image2 1 Image2 2616 41 21 male
1296 1026 Image2 1 Image2 881 5 21 male
1297 1026 Image5 1 Image5 3245 6 21 male
1298 1026 Image2 1 Image2 1471 17 21 male
1299 1026 Image1 1 Image1 4272 35 21 male
1300 1026 Image1 1 Image1 3732 19 21 male
1301 1026 Image3 1 Image3 2418 24 21 male
1302 1026 Image3 1 Image3 2443 28 21 male
1303 1026 Image2 1 Image2 5794 25 21 male
1304 1026 Image5 1 Image5 3854 30 21 male
1305 1026 Image4 1 Image4 5906 44 21 male
1351 1028 Image5 1 Image5 3196 40 18 male
1352 1028 Image3 1 Image3 6118 20 18 male
1353 1028 Image3 1 Image3 2245 37 18 male
1354 1028 Image2 1 Image2 11135 33 18 male
1355 1028 Image2 0 Image3 10885 31 18 male
1356 1028 Image5 1 Image5 5619 15 18 male
1357 1028 Image3 1 Image3 4178 26 18 male
1358 1028 Image4 1 Image4 10593 27 18 male
1359 1028 Image5 0 Image3 13296 22 18 male
1360 1028 Image5 1 Image5 5287 13 18 male
1361 1028 Image1 1 Image1 3286 18 18 male
1362 1028 Image4 1 Image4 5493 23 18 male
1363 1028 Image6 1 Image6 5517 36 18 male
1364 1028 Image4 0 Image2 14722 21 18 male
1365 1028 Image3 1 Image3 1241 24 18 male
1366 1028 Image6 1 Image6 1536 43 18 male
1367 1028 Image1 1 Image1 1788 4 18 male
1368 1028 Image1 1 Image1 1796 12 18 male
1369 1028 Image4 1 Image4 2489 7 18 male
1370 1028 Image5 1 Image5 2452 8 18 male
1371 1028 Image6 1 Image6 13394 32 18 male
1372 1028 Image2 1 Image2 1412 5 18 male
1373 1028 Image6 1 Image6 7049 14 18 male
1374 1028 Image4 1 Image4 15445 1 18 male
1375 1028 Image3 1 Image3 4208 2 18 male
1376 1028 Image4 1 Image4 3639 3 18 male
1377 1028 Image4 1 Image4 17603 44 18 male
1378 1028 Image5 1 Image5 5505 9 18 male
1379 1028 Image6 1 Image6 18159 34 18 male
1380 1028 Image6 1 Image6 5817 16 18 male
1381 1028 Image2 1 Image2 6695 25 18 male
1382 1028 Image1 1 Image1 4116 19 18 male
1383 1028 Image6 0 Image2 16500 29 18 male
1384 1028 Image5 0 Image1 8436 30 18 male
1385 1028 Image2 1 Image2 1503 10 18 male
1386 1028 Image1 1 Image1 4949 11 18 male
1387 1028 Image3 0 Image5 3952 28 18 male
1388 1028 Image2 1 Image2 2427 41 18 male
1389 1028 Image5 1 Image5 2170 6 18 male
1390 1028 Image1 0 Image3 6774 35 18 male
1391 1028 Image2 1 Image2 1694 17 18 male
1392 1028 Image3 1 Image3 6070 45 18 male
1393 1028 Image1 0 Image2 5325 39 18 male
1394 1028 Image6 1 Image6 4523 38 18 male
1395 1028 Image3 1 Image3 3792 42 18 male
1396 1029 Image1 0 Image6 24158 39 19 male
1397 1029 Image4 1 Image4 5006 3 19 male
1398 1029 Image6 1 Image6 7042 36 19 male
1399 1029 Image1 1 Image1 20882 19 19 male
1400 1029 Image6 0 Image1 33775 34 19 male
1401 1029 Image1 1 Image1 3295 4 19 male
1402 1029 Image3 1 Image3 4499 42 19 male
1403 1029 Image2 1 Image2 1979 10 19 male
1404 1029 Image4 1 Image4 5397 1 19 male
1405 1029 Image3 1 Image3 2822 2 19 male
1406 1029 Image3 1 Image3 3521 24 19 male
1407 1029 Image6 1 Image6 6443 16 19 male
1408 1029 Image4 1 Image4 21429 44 19 male
1409 1029 Image1 0 Image3 2218 12 19 male
1410 1029 Image2 1 Image2 3418 17 19 male
1411 1029 Image5 1 Image5 30089 22 19 male
1412 1029 Image5 1 Image5 6184 15 19 male
1413 1029 Image2 1 Image2 7597 25 19 male
1414 1029 Image5 1 Image5 3009 40 19 male
1415 1029 Image5 1 Image5 2520 9 19 male
1416 1029 Image1 1 Image1 4525 11 19 male
1417 1029 Image6 1 Image6 4992 32 19 male
1418 1029 Image6 1 Image6 4014 14 19 male
1419 1029 Image3 1 Image3 3429 28 19 male
1420 1029 Image5 1 Image5 4891 13 19 male
1421 1029 Image3 1 Image3 28054 45 19 male
1422 1029 Image6 1 Image6 4331 43 19 male
1423 1029 Image1 1 Image1 6646 35 19 male
1424 1029 Image4 1 Image4 2994 23 19 male
1425 1029 Image2 1 Image2 2917 41 19 male
1426 1029 Image6 1 Image6 8136 38 19 male
1427 1029 Image2 1 Image2 7730 33 19 male
1428 1029 Image1 1 Image1 3094 18 19 male
1429 1029 Image5 1 Image5 5970 8 19 male
1430 1029 Image4 1 Image4 4768 27 19 male
1431 1029 Image5 1 Image5 3132 6 19 male
1432 1029 Image3 1 Image3 5923 37 19 male
1433 1029 Image3 1 Image3 4026 26 19 male
1434 1029 Image5 1 Image5 13278 30 19 male
1435 1029 Image6 1 Image6 6634 29 19 male
1436 1029 Image4 1 Image4 3226 7 19 male
1437 1029 Image3 1 Image3 5009 20 19 male
1438 1029 Image2 1 Image2 1680 5 19 male
1439 1029 Image4 1 Image4 39493 21 19 male
1440 1029 Image2 1 Image2 7966 31 19 male
1846 13018 Image5 1 Image5 1760 22 18 female
1847 13018 Image3 0 Image2 1534 24 18 female
1848 13018 Image1 0 Image5 1426 19 18 female
1849 13018 Image4 0 Image5 5189 44 18 female
1850 13018 Image2 1 Image2 1773 10 18 female
1851 13018 Image2 1 Image2 6423 33 18 female
1852 13018 Image3 0 Image5 4085 28 18 female
1853 13018 Image6 1 Image6 3703 38 18 female
1854 13018 Image4 0 NaN 1109 7 18 female
1855 13018 Image1 0 Image5 4190 35 18 female
1856 13018 Image1 1 Image1 1606 4 18 female
1857 13018 Image6 0 Image2 2801 34 18 female
1858 13018 Image4 1 Image4 2453 21 18 female
1859 13018 Image5 1 Image5 2030 15 18 female
1860 13018 Image6 1 Image6 3665 16 18 female
1861 13018 Image1 1 Image1 3261 18 18 female
1862 13018 Image2 0 Image1 2419 25 18 female
1863 13018 Image2 1 Image2 1841 41 18 female
1864 13018 Image3 1 Image3 1719 42 18 female
1865 13018 Image3 0 Image6 1795 20 18 female
1866 13018 Image1 1 Image1 1136 12 18 female
1867 13018 Image5 1 Image5 2394 13 18 female
1868 13018 Image4 1 Image4 2760 1 18 female
1869 13018 Image3 1 Image3 3641 2 18 female
1870 13018 Image4 1 Image4 1521 3 18 female
1871 13018 Image5 1 Image5 2271 8 18 female
1872 13018 Image5 1 Image5 1258 9 18 female
1873 13018 Image2 0 Image4 2565 31 18 female
1874 13018 Image1 1 Image1 3250 11 18 female
1875 13018 Image1 0 Image3 2215 39 18 female
1876 13018 Image4 0 Image1 834 23 18 female
1877 13018 Image5 1 Image5 1857 40 18 female
1878 13018 Image3 1 Image3 2403 37 18 female
1879 13018 Image2 1 Image2 1517 5 18 female
1880 13018 Image6 1 Image6 3258 14 18 female
1881 13018 Image5 0 Image4 3748 30 18 female
1882 13018 Image3 1 Image3 2897 45 18 female
1883 13018 Image3 0 Image2 1318 26 18 female
1884 13018 Image5 0 Image6 2919 6 18 female
1885 13018 Image4 1 Image4 4099 27 18 female
1886 13018 Image6 0 Image5 8390 36 18 female
1887 13018 Image2 1 Image2 1555 17 18 female
1888 13018 Image6 0 Image1 5364 32 18 female
1889 13018 Image6 0 Image2 2363 29 18 female
1890 13018 Image6 0 Image5 1455 43 18 female
1936 13737 Image1 1 Image1 6226 18 18 female
1937 13737 Image5 1 Image5 2930 8 18 female
1938 13737 Image1 1 Image1 2122 4 18 female
1939 13737 Image4 0 Image3 15863 21 18 female
1940 13737 Image3 1 Image3 10868 28 18 female
1941 13737 Image2 1 Image2 9135 33 18 female
1942 13737 Image6 1 Image6 3047 43 18 female
1943 13737 Image3 1 Image3 3703 20 18 female
1944 13737 Image6 1 Image6 2990 14 18 female
1945 13737 Image1 1 Image1 3856 11 18 female
1946 13737 Image3 1 Image3 2969 42 18 female
1947 13737 Image6 0 Image2 20416 38 18 female
1948 13737 Image2 1 Image2 7070 41 18 female
1949 13737 Image3 1 Image3 4841 37 18 female
1950 13737 Image5 1 Image5 2134 15 18 female
1951 13737 Image5 1 Image5 5371 13 18 female
1952 13737 Image5 1 Image5 5842 9 18 female
1953 13737 Image2 1 Image2 4639 5 18 female
1954 13737 Image2 1 Image2 6474 31 18 female
1955 13737 Image4 1 Image4 6944 23 18 female
1956 13737 Image1 0 Image6 15269 35 18 female
1957 13737 Image4 1 Image4 4112 7 18 female
1958 13737 Image5 1 Image5 3091 40 18 female
1959 13737 Image4 1 Image4 8771 1 18 female
1960 13737 Image3 0 Image4 15079 2 18 female
1961 13737 Image4 1 Image4 10232 3 18 female
1962 13737 Image1 1 Image1 6948 19 18 female
1963 13737 Image2 1 Image2 11181 25 18 female
1964 13737 Image2 1 Image2 2156 17 18 female
1965 13737 Image2 1 Image2 2398 10 18 female
1966 13737 Image5 0 Image3 10150 6 18 female
1967 13737 Image4 1 Image4 22799 27 18 female
1968 13737 Image3 1 Image3 4676 24 18 female
1969 13737 Image6 1 Image6 8111 34 18 female
1970 13737 Image1 1 Image1 10197 12 18 female
1971 13737 Image6 1 Image6 7700 36 18 female
1972 13737 Image3 1 Image3 16734 45 18 female
1973 13737 Image4 0 Image2 11126 44 18 female
1974 13737 Image3 1 Image3 20588 26 18 female
1975 13737 Image5 0 Image3 1150 30 18 female
1976 13737 Image5 0 Image2 20958 22 18 female
1977 13737 Image6 1 Image6 21513 29 18 female
1978 13737 Image6 0 NaN 1681 32 18 female
1979 13737 Image1 0 Image6 13769 39 18 female
1980 13737 Image6 1 Image6 6485 16 18 female
2386 19253 Image3 1 Image3 1701 2 18 female
2387 19253 Image4 1 Image4 1690 3 18 female
2388 19253 Image6 1 Image6 6821 36 18 female
2389 19253 Image5 1 Image5 1096 9 18 female
2390 19253 Image3 1 Image3 2017 37 18 female
2391 19253 Image4 1 Image4 2438 7 18 female
2392 19253 Image2 1 Image2 1334 5 18 female
2393 19253 Image6 1 Image6 5379 38 18 female
2394 19253 Image4 1 Image4 2994 1 18 female
2395 19253 Image1 1 Image1 3746 18 18 female
2396 19253 Image3 1 Image3 3569 28 18 female
2397 19253 Image1 1 Image1 4388 35 18 female
2398 19253 Image4 1 Image4 8949 21 18 female
2399 19253 Image6 1 Image6 3307 43 18 female
2400 19253 Image1 1 Image1 6300 11 18 female
2401 19253 Image2 1 Image2 1394 17 18 female
2402 19253 Image3 1 Image3 3606 20 18 female
2403 19253 Image5 1 Image5 4290 40 18 female
2404 19253 Image3 1 Image3 1113 24 18 female
2405 19253 Image4 1 Image4 3277 23 18 female
2406 19253 Image5 1 Image5 1646 6 18 female
2407 19253 Image2 0 Image6 11259 31 18 female
2408 19253 Image5 1 Image5 1842 8 18 female
2409 19253 Image4 1 Image4 4310 27 18 female
2410 19253 Image2 1 Image2 3539 41 18 female
2411 19253 Image2 1 Image2 16870 25 18 female
2412 19253 Image5 1 Image5 2824 30 18 female
2413 19253 Image5 1 Image5 15143 22 18 female
2414 19253 Image6 1 Image6 1876 14 18 female
2415 19253 Image5 1 Image5 2067 15 18 female
2416 19253 Image4 1 Image4 11510 44 18 female
2417 19253 Image6 1 Image6 4462 16 18 female
2418 19253 Image3 1 Image3 1899 26 18 female
2419 19253 Image2 1 Image2 1108 10 18 female
2420 19253 Image6 1 Image6 2649 29 18 female
2421 19253 Image3 1 Image3 3252 42 18 female
2422 19253 Image3 1 Image3 5351 45 18 female
2423 19253 Image5 1 Image5 5342 13 18 female
2424 19253 Image1 0 Image3 2653 39 18 female
2425 19253 Image6 1 Image6 15512 32 18 female
2426 19253 Image1 1 Image1 3799 12 18 female
2427 19253 Image6 0 Image3 9079 34 18 female
2428 19253 Image1 1 Image1 4900 19 18 female
2429 19253 Image2 1 Image2 5413 33 18 female
2430 19253 Image1 1 Image1 1442 4 18 female
2431 19462 Image1 1 Image1 1505 12 18 female
2432 19462 Image6 0 Image4 2728 32 18 female
2433 19462 Image1 1 Image1 6398 39 18 female
2434 19462 Image5 1 Image5 6961 6 18 female
2435 19462 Image1 1 Image1 1447 4 18 female
2436 19462 Image5 1 Image5 2644 9 18 female
2437 19462 Image3 1 Image3 2138 42 18 female
2438 19462 Image6 0 Image5 5308 38 18 female
2439 19462 Image1 0 Image2 5728 35 18 female
2440 19462 Image3 0 Image4 11052 45 18 female
2441 19462 Image5 0 Image3 7132 8 18 female
2442 19462 Image1 0 Image4 3369 19 18 female
2443 19462 Image2 1 Image2 3503 41 18 female
2444 19462 Image2 1 Image2 1646 10 18 female
2445 19462 Image4 0 Image3 4910 21 18 female
2446 19462 Image1 1 Image1 5407 18 18 female
2447 19462 Image4 0 Image3 7522 23 18 female
2448 19462 Image5 1 Image5 3045 30 18 female
2449 19462 Image2 0 Image5 5846 25 18 female
2450 19462 Image6 0 Image4 3550 34 18 female
2451 19462 Image3 1 Image3 5477 26 18 female
2452 19462 Image6 0 Image2 1058 29 18 female
2453 19462 Image4 1 Image4 12633 1 18 female
2454 19462 Image3 1 Image3 3432 2 18 female
2455 19462 Image4 1 Image4 2646 3 18 female
2456 19462 Image4 0 Image2 2816 27 18 female
2457 19462 Image2 0 Image5 2654 31 18 female
2458 19462 Image3 0 Image6 2867 37 18 female
2459 19462 Image3 0 Image1 4352 20 18 female
2460 19462 Image5 0 Image6 5424 13 18 female
2461 19462 Image2 0 Image5 8524 33 18 female
2462 19462 Image3 1 Image3 3380 24 18 female
2463 19462 Image5 1 Image5 2626 40 18 female
2464 19462 Image6 0 Image4 5985 43 18 female
2465 19462 Image5 0 Image4 2050 15 18 female
2466 19462 Image2 1 Image2 3195 5 18 female
2467 19462 Image6 1 Image6 3060 14 18 female
2468 19462 Image6 1 Image6 3719 16 18 female
2469 19462 Image5 0 Image6 2861 22 18 female
2470 19462 Image2 0 Image6 1201 17 18 female
2471 19462 Image4 0 Image3 3860 44 18 female
2472 19462 Image4 1 Image4 1205 7 18 female
2473 19462 Image1 0 Image4 1169 11 18 female
